CS14_ENG_001_00	per:holds_shares_in	LDC	bolt-eng-DF-170-181113-84603:83990-84106	Global Crossing	bolt-eng-DF-170-181113-84603:11752-11766	1.0
CS14_ENG_211_01	org:date_founded	LDC	eng-NG-31-126132-9095499:1972-1997	1998-XX-XX	eng-NG-31-126132-9095499:1994-1997	1.0
CS14_ENG_211_00	org:holds_shares_in	LDC	LTW_ENG_20090809.0013:1071-1209	Yahoo	LTW_ENG_20090809.0013:1181-1185	1.0
CS14_ENG_211_01	org:date_founded	LDC	AFP_ENG_20091024.0402:1668-1799	1995-XX-XX	AFP_ENG_20091024.0402:1795-1798	1.0
CS14_ENG_211_00	org:holds_shares_in	LDC	LTW_ENG_20090809.0013:1071-1209	eBay	LTW_ENG_20090809.0013:1191-1194	1.0
CS14_ENG_212_00	org:members	LDC	XIN_ENG_20101005.0042:169-262	South Korea	XIN_ENG_20101005.0042:169-179	1.0
CS14_ENG_212_01	gpe:births_in_country	LDC	AFP_ENG_20091221.0041:1087-1156	Cho Seung-Hui	AFP_ENG_20091221.0041:1087-1099	1.0
CS14_ENG_212_01	gpe:births_in_country	LDC	XIN_ENG_20100104.0163:1427-1458	Danny Lee	XIN_ENG_20100104.0163:212-220	1.0
CS14_ENG_212_01	gpe:births_in_country	LDC	APW_ENG_20100811.0609:369-409	Jonathan Lee	APW_ENG_20100811.0609:369-380	1.0
CS14_ENG_212_01	gpe:births_in_country	LDC	APW_ENG_20090831.0266:197-227	An Byeong-hun	APW_ENG_20090831.0266:215-227	1.0
CS14_ENG_212_01	gpe:births_in_country	LDC	NYT_ENG_20100226.0031:385-411	Simon Cho	NYT_ENG_20100226.0031:214-222	1.0
CS14_ENG_212_01	gpe:births_in_country	LDC	NYT_ENG_20100301.0094:3224-3280	Annabel Park	NYT_ENG_20100301.0094:724-735	1.0
CS14_ENG_213_00	per:country_of_birth	LDC	AFP_ENG_20100217.0044:1447-1487	South Africa	AFP_ENG_20100217.0044:1466-1477	1.0
CS14_ENG_213_01	gpe:residents_of_country	LDC	AFP_ENG_20101110.0083:613-684	Henry Okah	AFP_ENG_20101110.0083:504-513	1.0
CS14_ENG_213_01	gpe:residents_of_country	LDC	XIN_ENG_20100117.0089:1723-1832	Jean Bertrand Aristide	XIN_ENG_20100117.0089:1748-1769	1.0
CS14_ENG_213_01	gpe:residents_of_country	LDC	WPB_ENG_20101023.0020:2402-2497	Joao Silva	WPB_ENG_20101023.0020:2236-2245	1.0
CS14_ENG_213_01	gpe:residents_of_country	LDC	bolt-eng-DF-212-191668-3062619:495-600	Ian Smith	bolt-eng-DF-212-191668-3062619:72-80	1.0
CS14_ENG_213_01	gpe:residents_of_country	LDC	AFP_ENG_20100619.0074:200-289	Faustin Kayumba Nyamwasa	AFP_ENG_20100619.0074:226-249	1.0
CS14_ENG_214_00	per:employee_or_member_of	LDC	APW_ENG_20100322.0876:184-297	University of Dundee	APW_ENG_20100322.0876:188-207	1.0
CS14_ENG_214_01	org:subsidiaries	LDC	eng-NG-31-149650-10597481:8070-8127	College of Arts & Social Sciences	eng-NG-31-149650-10597481:8070-8106	1.0
CS14_ENG_214_01	org:subsidiaries	LDC	AFP_ENG_20100331.0328:1720-1798	Drug Discovery Unit for Tropical Diseases	AFP_ENG_20100331.0328:1720-1760	1.0
CS14_ENG_214_01	org:subsidiaries	LDC	APW_ENG_20100502.0768:1123-1179,APW_ENG_20100502.0768:378-431	Center for Anatomy and Human Identification	APW_ENG_20100502.0768:1127-1169	1.0
CS14_ENG_214_01	org:subsidiaries	LDC	NYT_ENG_20101022.0053:1285-1369	Institute of Motion Analysis and Research	NYT_ENG_20101022.0053:1289-1329	1.0
CS14_ENG_214_01	org:subsidiaries	LDC	eng-NG-31-108581-8119685:6471-6530	Research and Innovation Services	eng-NG-31-108581-8119685:6471-6502	1.0
CS14_ENG_214_01	org:subsidiaries	LDC	eng-NG-31-108581-8119685:7813-7888	Department of Surgery and Molecular Oncology	eng-NG-31-108581-8119685:7817-7860	1.0
CS14_ENG_214_01	org:subsidiaries	LDC	eng-NG-31-142155-10031490:1556-1657	Dundee University ethics committee	eng-NG-31-142155-10031490:1624-1657	1.0
CS14_ENG_214_00	per:employee_or_member_of	LDC	APW_ENG_20100322.1029:2739-2859	University of Glasgow Veterinary School	APW_ENG_20100322.1029:2821-2859	1.0
CS14_ENG_214_00	per:employee_or_member_of	LDC	APW_ENG_20100322.1029:3067-3198	ICI	APW_ENG_20100322.1029:2007-2009	1.0
CS14_ENG_214_01	org:subsidiaries	LDC	eng-NG-31-107982-8934936:29808-29955	Ucopco	eng-NG-31-107982-8934936:23308-23313	1.0
CS14_ENG_214_00	per:employee_or_member_of	LDC	APW_ENG_20100322.1029:3498-3642	University College	APW_ENG_20100322.1029:3563-3580	1.0
CS14_ENG_214_00	per:employee_or_member_of	LDC	APW_ENG_20100322.1029:3498-3642	Wellcome Foundation	APW_ENG_20100322.1029:3587-3605	1.0
CS14_ENG_214_00	per:employee_or_member_of	LDC	APW_ENG_20100322.1029:3498-3642	King's College	APW_ENG_20100322.1029:3612-3625	1.0
CS14_ENG_214_01	org:subsidiaries	LDC	APW_ENG_20100322.0901:380-463	King's College Hospital	APW_ENG_20100322.0901:431-453	1.0
CS14_ENG_214_01	org:subsidiaries	LDC	AFP_ENG_20091029.0408:687-747	Centre for Crime and Justice Studies	AFP_ENG_20091029.0408:687-722	1.0
CS14_ENG_214_01	org:subsidiaries	LDC	APW_ENG_20100921.0153:1747-1798	Institute of Psychiatry	APW_ENG_20100921.0153:1751-1773	1.0
CS14_ENG_214_01	org:subsidiaries	LDC	AFP_ENG_20101214.0024:2234-2287	Department of Defense Studies	AFP_ENG_20101214.0024:2234-2262	1.0
CS14_ENG_214_01	org:subsidiaries	LDC	APW_ENG_20100910.0255:2533-2584	Guy's and St. Thomas' Trust	APW_ENG_20100910.0255:2533-2559	1.0
CS14_ENG_214_01	org:subsidiaries	LDC	APW_ENG_20100122.0209:3766-3829	Centre for Military Health Research	APW_ENG_20100122.0209:3770-3804	1.0
CS14_ENG_214_01	org:subsidiaries	LDC	APW_ENG_20100112.1000:2322-2405	International Center for the Study of Radicalization	APW_ENG_20100112.1000:2326-2377	1.0
CS14_ENG_214_01	org:subsidiaries	LDC	APW_ENG_20100710.0482:1810-1866	the Department of War Studies	APW_ENG_20100710.0482:1810-1838	1.0
CS14_ENG_215_00	gpe:deaths_in_city	LDC	NYT_ENG_20100429.0190:122-270,NYT_ENG_20100429.0190:272-382	Dorothy Michelle Provine	NYT_ENG_20100429.0190:1318-1341	1.0
CS14_ENG_215_01	per:spouse	LDC	NYT_ENG_20100429.0190:442-496	Robert Day	NYT_ENG_20100429.0190:480-489	1.0
CS14_ENG_216_00	per:organizations_founded	LDC	AFP_ENG_20101217.0334:191-286	Blackwater International	AFP_ENG_20101217.0334:81-104	1.0
CS14_ENG_216_01	org:alternate_names	LDC	bolt-eng-DF-170-181122-8793172:685-768	Xe inc.	bolt-eng-DF-170-181122-8793172:734-740	1.0
CS14_ENG_217_00	gpe:births_in_city	LDC	LTW_ENG_20090922.0031:1117-1195	Christy C. Bulkeley	LTW_ENG_20090922.0031:146-164	1.0
CS14_ENG_217_01	per:schools_attended	LDC	LTW_ENG_20090922.0031:1117-1195	University of Missouri	LTW_ENG_20090922.0031:1173-1194	1.0
CS14_ENG_217_00	gpe:births_in_city	LDC	NYT_ENG_20100828.0096:2536-2587	Robert Stephen Ingersoll	NYT_ENG_20100828.0096:2536-2559	1.0
CS14_ENG_217_01	per:schools_attended	LDC	NYT_ENG_20100828.0096:2656-2686	Yale	NYT_ENG_20100828.0096:2674-2677	1.0
CS14_ENG_218_00	per:stateorprovince_of_death	LDC	AFP_ENG_20090915.0524:379-438	Dorset	AFP_ENG_20090915.0524:415-420	1.0
CS14_ENG_218_01	gpe:residents_of_stateorprovince	LDC	APW_ENG_20100318.1002:1165-1270,eng-NG-31-142881-10102666:507-557	Heather Barnett	APW_ENG_20100318.1002:1142-1156	1.0
CS14_ENG_219_00	org:city_of_headquarters	LDC	WPB_ENG_20100304.0027:1478-1563	South San Francisco	WPB_ENG_20100304.0027:1514-1532	1.0
CS14_ENG_219_01	gpe:employees_or_members	LDC	APW_ENG_20100915.0014:1319-1426	Ron Carlino	APW_ENG_20100915.0014:1384-1394	1.0
CS14_ENG_220_00	org:top_members_employees	LDC	NYT_ENG_20100726.0112:900-953	Natalie Ronayne	NYT_ENG_20100726.0112:905-919	1.0
CS14_ENG_220_01	per:title	LDC	NYT_ENG_20100726.0112:900-953	executive director	NYT_ENG_20100726.0112:935-952	1.0
CS14_ENG_221_00	org:subsidiaries	LDC	APW_ENG_20101101.0009:836-884	Sidetur	APW_ENG_20101101.0009:464-470	1.0
CS14_ENG_221_01	org:date_founded	LDC	APW_ENG_20101101.0009:982-1045	1948-XX-XX	APW_ENG_20101101.0009:993-996	1.0
CS14_ENG_222_00	org:founded_by	LDC	eng-NG-31-142657-10067228:3746-3820	Jimmy Carter	eng-NG-31-142657-10067228:3809-3820	1.0
CS14_ENG_222_01	per:religion	LDC	NYT_ENG_20100501.0059:1656-1761	Baptist	NYT_ENG_20100501.0059:107-113	1.0
CS14_ENG_222_01	per:religion	LDC	NYT_ENG_20100826.0005:920-1021	evangelical Christian	NYT_ENG_20100826.0005:944-964	1.0
CS14_ENG_223_00	org:parents	LDC	NYT_ENG_20091110.0012:1131-1161	Electronic Arts	NYT_ENG_20091110.0012:58-72	1.0
CS14_ENG_223_01	org:employees_or_members	LDC	AFP_ENG_20090601.0724:402-490	Will Wright	AFP_ENG_20090601.0724:402-412	1.0
CS14_ENG_223_01	org:employees_or_members	LDC	AFP_ENG_20090601.0724:873-973	Mary-Jane Chun	AFP_ENG_20090601.0724:960-973	1.0
CS14_ENG_223_01	org:employees_or_members	LDC	AFP_ENG_20090601.0724:1573-1612	Melanie Lam	AFP_ENG_20090601.0724:1573-1583	1.0
CS14_ENG_223_01	org:employees_or_members	LDC	AFP_ENG_20090601.0724:2441-2504	Charlotte Michel	AFP_ENG_20090601.0724:2441-2456	1.0
CS14_ENG_224_00	gpe:headquarters_in_city	LDC	APW_ENG_20100607.0554:1514-1603	CVS Caremark	APW_ENG_20100607.0554:72-83	1.0
CS14_ENG_224_01	org:top_members_employees	LDC	NYT_ENG_20090616.0010:2053-2120	Tom Ryan	NYT_ENG_20090616.0010:2091-2098	1.0
CS14_ENG_225_00	gpe:residents_of_city	LDC	WPB_ENG_20100301.0055:863-929	Brian Moynihan	WPB_ENG_20100301.0055:257-270	1.0
CS14_ENG_225_01	per:top_member_employee_of	LDC	WPB_ENG_20100301.0055:217-326	Bank of America	WPB_ENG_20100301.0055:57-71	1.0
CS14_ENG_225_00	gpe:residents_of_city	LDC	APW_ENG_20101229.0506:1354-1453	Joseph Murray	APW_ENG_20101229.0506:897-909	1.0
CS14_ENG_225_00	gpe:residents_of_city	LDC	NYT_ENG_20091210.0152:2993-3055	Karl E. Case	NYT_ENG_20091210.0152:216-227	1.0
CS14_ENG_226_00	gpe:residents_of_city	LDC	APW_ENG_20090902.0066:609-752,APW_ENG_20090902.0066:754-832	Erik Menendez	APW_ENG_20090902.0066:739-751	1.0
CS14_ENG_226_01	per:charges	LDC	APW_ENG_20090902.0066:609-752,APW_ENG_20090902.0066:754-832	murdering	APW_ENG_20090902.0066:789-797	1.0
CS14_ENG_226_00	gpe:residents_of_city	LDC	APW_ENG_20091102.1025:1494-1628,APW_ENG_20091102.1025:396-541,APW_ENG_20091102.1025:543-594	Sirhan Sirhan	APW_ENG_20091102.1025:428-440	1.0
CS14_ENG_226_01	per:charges	LDC	APW_ENG_20091102.1025:1294-1359	killing	APW_ENG_20091102.1025:1341-1347	1.0
CS14_ENG_227_00	gpe:residents_of_city	LDC	eng-NG-31-141957-8676798:446-516	Martha Stewart	eng-NG-31-141957-8676798:486-499	1.0
CS14_ENG_227_01	per:charges	LDC	APW_ENG_20100819.0137:1756-1900,APW_ENG_20100819.0137:1902-1941	conspiracy	APW_ENG_20100819.0137:1837-1846	1.0
CS14_ENG_227_01	per:charges	LDC	APW_ENG_20100819.0137:1756-1900,APW_ENG_20100819.0137:1902-1941	obstruction of justice	APW_ENG_20100819.0137:1849-1870	1.0
CS14_ENG_227_01	per:charges	LDC	APW_ENG_20100819.0137:1756-1900,APW_ENG_20100819.0137:1902-1941	making false statements to federal authorities	APW_ENG_20100819.0137:1895-1940	1.0
CS14_ENG_227_00	gpe:residents_of_city	LDC	eng-NG-31-141957-8676798:679-740	Marc Black	eng-NG-31-141957-8676798:693-702	1.0
CS14_ENG_227_00	gpe:residents_of_city	LDC	WPB_ENG_20100210.0019:232-380,WPB_ENG_20100210.0019:382-402	Alastair Martin	WPB_ENG_20100210.0019:120-134	1.0
CS14_ENG_228_00	per:employee_or_member_of	LDC	APW_ENG_20091116.1666:2088-2205	Village Voice	APW_ENG_20091116.1666:2132-2144	1.0
CS14_ENG_228_01	org:parents	LDC	APW_ENG_20091116.1666:2088-2205	Village Voice Media Holdings	APW_ENG_20091116.1666:2177-2204	1.0
CS14_ENG_229_00	org:employees_or_members	LDC	NYT_ENG_20090815.0005:2661-2728	Actors' Equity	NYT_ENG_20090815.0005:2530-2543	1.0
CS14_ENG_229_01	per:title	LDC	NYT_ENG_20090815.0005:2661-2728	spokeswoman	NYT_ENG_20090815.0005:2692-2702	1.0
CS14_ENG_229_00	org:employees_or_members	LDC	WPB_ENG_20100109.0022:1702-1752	Carol Waaser	WPB_ENG_20100109.0022:1740-1751	1.0
CS14_ENG_229_01	per:title	LDC	WPB_ENG_20100109.0022:1702-1752	acting executive director	WPB_ENG_20100109.0022:1714-1738	1.0
CS14_ENG_229_00	org:employees_or_members	LDC	eng-NG-31-131704-8427384:3820-3880	David Lotz	eng-NG-31-131704-8427384:3833-3842	1.0
CS14_ENG_229_01	per:title	LDC	eng-NG-31-131704-8427384:3820-3880	director of communications	eng-NG-31-131704-8427384:3854-3879	1.0
CS14_ENG_230_00	gpe:residents_of_city	LDC	APW_ENG_20091231.0380:341-387	Triandafylos Koukoudis	APW_ENG_20091231.0380:366-387	1.0
CS14_ENG_230_01	per:title	LDC	APW_ENG_20091231.0380:341-387	Mayor	APW_ENG_20091231.0380:64-68	1.0
CS14_ENG_231_00	org:founded_by	LDC	CNA_ENG_20090706.0038:1241-1334,CNA_ENG_20090706.0038:1092-1214	David Liao	CNA_ENG_20090706.0038:1102-1111	1.0
CS14_ENG_231_01	per:date_of_birth	LDC	CNA_ENG_20090706.0038:1092-1214	1932-XX-XX	CNA_ENG_20090706.0038:1122-1125	1.0
CS14_ENG_232_00	gpe:headquarters_in_city	LDC	APW_ENG_20101103.0528:601-703	Google Inc.	APW_ENG_20101103.0528:555-565	1.0
CS14_ENG_232_01	org:number_of_employees_members	LDC	APW_ENG_20101110.0734:187-256	23300	APW_ENG_20101110.0734:211-216	1.0
CS14_ENG_232_00	gpe:headquarters_in_city	LDC	NYT_ENG_20091126.0048:2444-2522	Plastic Jungle	NYT_ENG_20091126.0048:2448-2461	1.0
CS14_ENG_233_00	per:other_family	LDC	WPB_ENG_20100422.0064:532-648	Vincent Van Gogh	WPB_ENG_20100422.0064:622-637	1.0
CS14_ENG_233_01	per:city_of_death	LDC	AFP_ENG_20100224.0387:1450-1569	Auvers-sur-Oise	AFP_ENG_20100224.0387:1544-1558	1.0
CS14_ENG_234_00	org:founded_by	LDC	APW_ENG_20091223.0909:2387-2476	Samuel Chai Cho Oh	APW_ENG_20091223.0909:430-447	1.0
CS14_ENG_234_01	per:origin	LDC	APW_ENG_20091223.0909:2387-2476	Korean	APW_ENG_20091223.0909:760-764	1.0
CS14_ENG_235_00	per:children	LDC	AFP_ENG_20101231.0091:1413-1513	Mariss Jansons	AFP_ENG_20101231.0091:206-219	1.0
CS14_ENG_235_01	per:date_of_birth	LDC	AFP_ENG_20101231.0091:1413-1464	1943-XX-XX	AFP_ENG_20101231.0091:1461-1464	1.0
CS14_ENG_236_00	org:employees_or_members	LDC	AFP_ENG_20101008.0467:857-952	James Kent	AFP_ENG_20101008.0467:271-280	1.0
CS14_ENG_236_01	per:schools_attended	LDC	AFP_ENG_20101008.0467:1035-1077	Le Cordon Bleu	AFP_ENG_20101008.0467:1064-1077	1.0
CS14_ENG_236_01	per:schools_attended	LDC	AFP_ENG_20101008.0467:1035-1176,AFP_ENG_20101008.0467:1178-1194	Johnson and Wales University	AFP_ENG_20101008.0467:1125-1152	1.0
CS14_ENG_236_00	org:employees_or_members	LDC	NYT_ENG_20100608.0074:8287-8394	Becky Mode	NYT_ENG_20100608.0074:8300-8309	1.0
CS14_ENG_236_00	org:employees_or_members	LDC	NYT_ENG_20100608.0074:8287-8394	Mark Setlock	NYT_ENG_20100608.0074:8341-8352	1.0
CS14_ENG_236_00	org:employees_or_members	LDC	NYT_ENG_20101027.0045:5350-5397	Raj Dixit	NYT_ENG_20101027.0045:5350-5358	1.0
CS14_ENG_237_00	per:children	LDC	AFP_ENG_20090909.0772:389-492	Benigno Aquino	AFP_ENG_20090909.0772:182-195	1.0
CS14_ENG_237_01	per:countries_of_residence	LDC	AFP_ENG_20100609.0706:170-265	Philippines	AFP_ENG_20100609.0706:76-85	1.0
CS14_ENG_238_00	gpe:residents_of_city	LDC	XIN_ENG_20090605.0145:316-427	Baciro Dabo	XIN_ENG_20090605.0145:316-326	1.0
CS14_ENG_238_01	per:date_of_death	LDC	XIN_ENG_20090605.0145:316-427	2009-06-05	XIN_ENG_20090605.0145:299-304	1.0
CS14_ENG_239_00	org:top_members_employees	LDC	WPB_ENG_20100809.0022:230-278	TRW	WPB_ENG_20100809.0022:88-90	1.0
CS14_ENG_239_01	per:schools_attended	LDC	WPB_ENG_20100809.0022:1356-1396	St. Albans School	WPB_ENG_20100809.0022:1380-1396	1.0
CS14_ENG_239_01	per:schools_attended	LDC	WPB_ENG_20100809.0022:1460-1509	Dartmouth College	WPB_ENG_20100809.0022:1460-1476	1.0
CS14_ENG_240_00	per:employee_or_member_of	LDC	LTW_ENG_20091003.0093:1153-1239	Democratic Party	LTW_ENG_20091003.0093:1-1	1.0
CS14_ENG_240_01	org:subsidiaries	LDC	NYT_ENG_20091005.0197:909-1011	Florida Democratic Party	NYT_ENG_20091005.0197:924-947	1.0
CS14_ENG_240_01	org:subsidiaries	LDC	WPB_ENG_20101029.0029:782-848	Virginia Democratic Party	WPB_ENG_20101029.0029:805-829	1.0
CS14_ENG_240_01	org:subsidiaries	LDC	NYT_ENG_20101028.0222:873-1016,NYT_ENG_20101028.0222:120-130	Massachusetts Democratic Party	NYT_ENG_20101028.0222:877-906	1.0
CS14_ENG_240_01	org:subsidiaries	LDC	LTW_ENG_20090814.0112:6018-6121,LTW_ENG_20090814.0112:5630-5751	Montana Democratic Party	LTW_ENG_20090814.0112:6073-6096	1.0
CS14_ENG_241_00	gpe:births_in_country	LDC	AFP_ENG_20091130.0415:358-433	Naren Patel	AFP_ENG_20091130.0415:655-665	1.0
CS14_ENG_241_01	per:date_of_birth	LDC	AFP_ENG_20091130.0415:655-782	1938-XX-XX	AFP_ENG_20091130.0415:691-694	1.0
CS14_ENG_241_00	gpe:births_in_country	LDC	LTW_ENG_20091007.0005:11400-11549,LTW_ENG_20091007.0005:11551-11594	David Adjaye	LTW_ENG_20091007.0005:144-155	1.0
CS14_ENG_241_01	per:date_of_birth	LDC	LTW_ENG_20091007.0005:355-388	1966-XX-XX	LTW_ENG_20091007.0005:359-369	1.0
CS14_ENG_241_00	gpe:births_in_country	LDC	eng-NG-31-128618-9338707:1210-1238	Johnston	eng-NG-31-128618-9338707:1210-1217	1.0
CS14_ENG_241_00	gpe:births_in_country	LDC	eng-NG-31-138596-8628481:1817-1850	Mahjub bin Adam Mohamed	eng-NG-31-138596-8628481:499-521	1.0
CS14_ENG_241_00	gpe:births_in_country	LDC	APW_ENG_20091011.0631:498-591	Rogers Mtagwa	APW_ENG_20091011.0631:331-343	1.0
CS14_ENG_242_00	per:schools_attended	LDC	WPB_ENG_20101006.0020:3198-3339,WPB_ENG_20101006.0020:3341-3359	Columbia University	WPB_ENG_20101006.0020:3341-3359	1.0
CS14_ENG_242_01	org:top_members_employees	LDC	WPB_ENG_20100624.0039:1439-1491	Lee Bollinger	WPB_ENG_20100624.0039:1458-1470	1.0
CS14_ENG_243_00	per:parents	LDC	AFP_ENG_20100118.0020:320-346	Alberto Fujimori	AFP_ENG_20100118.0020:320-335	1.0
CS14_ENG_243_01	per:title	LDC	bolt-eng-DF-183-195681-7949849:807-837	President	bolt-eng-DF-183-195681-7949849:812-820	1.0
CS14_ENG_244_00	org:top_members_employees	LDC	WPB_ENG_20101007.0052:2219-2304	David Koch	WPB_ENG_20101007.0052:2219-2228	1.0
CS14_ENG_244_01	per:age	LDC	AFP_ENG_20100923.0186:865-878	70	AFP_ENG_20100923.0186:877-878	1.0
CS14_ENG_244_00	org:top_members_employees	LDC	eng-NG-31-142283-10041427:3108-3149	Charles Koch	eng-NG-31-142283-10041427:3108-3119	1.0
CS14_ENG_244_01	per:age	LDC	AFP_ENG_20100923.0186:831-846	74	AFP_ENG_20100923.0186:845-846	1.0
CS14_ENG_245_00	per:employee_or_member_of	LDC	NYT_ENG_20101216.0063:3851-3934	Harvard	NYT_ENG_20101216.0063:109-115	1.0
CS14_ENG_245_01	org:top_members_employees	LDC	eng-NG-31-141808-9967511:2721-2818	Drew Gilpin Faust	eng-NG-31-141808-9967511:2739-2755	1.0
CS14_ENG_245_01	org:top_members_employees	LDC	eng-NG-31-100709-11216562:463-507	Lawrence H. Summers	eng-NG-31-100709-11216562:483-501	1.0
CS14_ENG_246_00	gpe:headquarters_in_city	LDC	XIN_ENG_20100629.0424:631-688	China Southern Airlines	XIN_ENG_20100629.0424:647-669	1.0
CS14_ENG_246_01	org:employees_or_members	LDC	CNA_ENG_20100715.0043:539-638	Si Xianmin	CNA_ENG_20100715.0043:539-548	1.0
CS14_ENG_246_00	gpe:headquarters_in_city	LDC	XIN_ENG_20100716.0407:538-685	Bawang	XIN_ENG_20100716.0407:266-271	1.0
CS14_ENG_246_00	gpe:headquarters_in_city	LDC	APW_ENG_20100528.0590:1190-1227	Honda Automobile China	APW_ENG_20100528.0590:924-945	1.0
CS14_ENG_246_00	gpe:headquarters_in_city	LDC	XIN_ENG_20090709.0415:387-532	Nanfang Weekly	XIN_ENG_20090709.0415:403-416	1.0
CS14_ENG_246_00	gpe:headquarters_in_city	LDC	APW_ENG_20101126.0209:1930-2050	Et-China	APW_ENG_20101126.0209:1976-1983	1.0
CS14_ENG_246_01	org:employees_or_members	LDC	AFP_ENG_20101202.0827:393-427	Matthew NG	AFP_ENG_20101202.0827:418-427	1.0
CS14_ENG_246_00	gpe:headquarters_in_city	LDC	XIN_ENG_20101120.0260:2568-2716,XIN_ENG_20101120.0260:2718-2736	21st Century Business Herald	XIN_ENG_20101120.0260:2588-2615	1.0
CS14_ENG_246_00	gpe:headquarters_in_city	LDC	AFP_ENG_20100622.0717:1357-1428	Guangqi Toyota	AFP_ENG_20100622.0717:1357-1370	1.0
CS14_ENG_246_00	gpe:headquarters_in_city	LDC	CNA_ENG_20090622.0024:878-974	Zion Health Club	CNA_ENG_20090622.0024:898-913	1.0
CS14_ENG_246_00	gpe:headquarters_in_city	LDC	CNA_ENG_20100320.0045:734-825	Xian Health and Medical Center	CNA_ENG_20100320.0045:796-825	1.0
CS14_ENG_246_00	gpe:headquarters_in_city	LDC	XIN_ENG_20091023.0390:886-930	South China Normal University	XIN_ENG_20091023.0390:902-930	1.0
CS14_ENG_246_01	org:employees_or_members	LDC	XIN_ENG_20091023.0390:797-930	Chen Xue	XIN_ENG_20091023.0390:797-804	1.0
CS14_ENG_246_01	org:employees_or_members	LDC	XIN_ENG_20100607.0474:2876-2936	Chen Xinmin	XIN_ENG_20100607.0474:2876-2886	1.0
CS14_ENG_246_01	org:employees_or_members	LDC	XIN_ENG_20100611.0438:3317-3413	Lu Yuanzhen	XIN_ENG_20100611.0438:3317-3327	1.0
CS14_ENG_246_00	gpe:headquarters_in_city	LDC	XIN_ENG_20090801.0242:2132-2202	Guangshou, Hong Kong and Macao Youth Research Institute	XIN_ENG_20090801.0242:2148-2202	1.0
CS14_ENG_246_01	org:employees_or_members	LDC	XIN_ENG_20090801.0242:2104-2202	Tu Minxia	XIN_ENG_20090801.0242:2104-2112	1.0
CS14_ENG_246_00	gpe:headquarters_in_city	LDC	XIN_ENG_20090923.0323:1195-1309	Da An Gene Co.	XIN_ENG_20090923.0323:1211-1224	1.0
CS14_ENG_246_00	gpe:headquarters_in_city	LDC	XIN_ENG_20100114.0368:1686-1723	Sun Yat-sen University	XIN_ENG_20100114.0368:1702-1723	1.0
CS14_ENG_246_01	org:employees_or_members	LDC	XIN_ENG_20101223.0280:167-269	Xu Ningsheng	XIN_ENG_20101223.0280:167-178	1.0
CS14_ENG_246_01	org:employees_or_members	LDC	eng-WL-11-99241-9833284:1183-1267	Dachi Liao	eng-WL-11-99241-9833284:1183-1192	1.0
CS14_ENG_246_01	org:employees_or_members	LDC	eng-NG-31-126275-9130405:4552-4661	Chun-I Fan	eng-NG-31-126275-9130405:4552-4561	1.0
CS14_ENG_246_01	org:employees_or_members	LDC	eng-NG-31-135597-8599624:5213-5322	Ko-Chi Kuo	eng-NG-31-135597-8599624:5213-5222	1.0
CS14_ENG_246_01	org:employees_or_members	LDC	eng-NG-31-126275-9130396:5346-5456	Cha-Hwa Lin	eng-NG-31-126275-9130396:5346-5356	1.0
CS14_ENG_246_01	org:employees_or_members	LDC	eng-NG-31-142156-10033028:1831-1930	Ai Xiaoming	eng-NG-31-142156-10033028:1831-1841	1.0
CS14_ENG_246_01	org:employees_or_members	LDC	CNA_ENG_20100227.0044:536-591	Yang Hung-duen	CNA_ENG_20100227.0044:578-591	1.0
CS14_ENG_246_01	org:employees_or_members	LDC	CNA_ENG_20101129.0020:937-1010	D.J. Guan	CNA_ENG_20101129.0020:937-945	1.0
CS14_ENG_246_01	org:employees_or_members	LDC	CNA_ENG_20090714.0045:861-929	Fang Hao	CNA_ENG_20090714.0045:885-892	1.0
CS14_ENG_246_01	org:employees_or_members	LDC	CNA_ENG_20090714.0045:932-980	Shen Shih-yu	CNA_ENG_20090714.0045:932-943	1.0
CS14_ENG_246_01	org:employees_or_members	LDC	CNA_ENG_20100818.0023:819-914	Hu Nien-tsu	CNA_ENG_20100818.0023:819-829	1.0
CS14_ENG_246_00	gpe:headquarters_in_city	LDC	XIN_ENG_20100126.0388:737-868	Southern Daily	XIN_ENG_20100126.0388:789-802	1.0
CS14_ENG_247_00	org:members	LDC	WPB_ENG_20100706.0040:1638-1695	Time Warner	WPB_ENG_20100706.0040:1666-1676	1.0
CS14_ENG_247_01	org:stateorprovince_of_headquarters	LDC	AFP_ENG_20100203.0367:706-735	New York	AFP_ENG_20100203.0367:118-125	1.0
CS14_ENG_247_00	org:members	LDC	WPB_ENG_20100706.0040:1638-1695	Meredith Corp.	WPB_ENG_20100706.0040:1682-1695	1.0
CS14_ENG_247_01	org:stateorprovince_of_headquarters	LDC	NYT_ENG_20100804.0144:2007-2108	Iowa	NYT_ENG_20100804.0144:2105-2108	1.0
CS14_ENG_247_00	org:members	LDC	NYT_ENG_20100930.0217:4849-4925	Conde Nast Publications	NYT_ENG_20100930.0217:4866-4888	1.0
CS14_ENG_247_00	org:members	LDC	NYT_ENG_20100930.0217:4849-4925	Hearst Magazines	NYT_ENG_20100930.0217:4891-4906	1.0
CS14_ENG_247_00	org:members	LDC	NYT_ENG_20100930.0217:4849-4925	Wenner Media	NYT_ENG_20100930.0217:4913-4924	1.0
